File,Language,Transcription,Normalized Transcription
12-quick inhales_EH_gain@8+ws-190430_1436-003.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-004.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-005.wav,en,Ha!,Ha!
12-quick inhales_EH_gain@8+ws-190430_1436-006.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-007.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-008.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-009.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-010.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-011.wav,en,Heh!,Heh!
12-quick inhales_EH_gain@8+ws-190430_1436-012.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-013.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-014.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-015.wav,en,Ha!,Ha!
12-quick inhales_EH_gain@8+ws-190430_1436-016.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-017.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-018.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-019.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-020.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-021.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-022.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-023.wav,en,Huh?,Huh?
13-13_crying-200106_1552-001.wav,en,Ha ha ha!,Ha ha ha!
13-13_crying-200106_1552-002.wav,en,Oh!,Oh!
13-13_crying-200106_1552-003.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
13-13_crying-200106_1552-004.wav,en,Ha ha ha ha!,Ha ha ha ha!
13-13_crying-200106_1552-005.wav,en,Ha ha ha!,Ha ha ha!
13-13_crying-200106_1552-006.wav,en,Oh!,Oh!
13-13_crying-200106_1552-007.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
13-13_crying-200106_1552-008.wav,en,Ha ha ha ha!,Ha ha ha ha!
13-13_crying-200106_1552-009.wav,en,Ha ha ha!,Ha ha ha!
13-13_crying-200106_1552-010.wav,en,Oh!,Oh!
13-13_crying-200106_1552-011.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
13-13_crying-200106_1552-012.wav,en,Ha ha ha ha!,Ha ha ha ha!
13-13_crying-200106_1552-013.wav,en,Ha ha ha!,Ha ha ha!
13-13_crying-200106_1552-014.wav,en,Oh!,Oh!
13-13_crying-200106_1552-015.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
13-13_crying-200106_1552-016.wav,en,Ha ha ha ha!,Ha ha ha ha!
13-13_crying-200106_1552-017.wav,en,Ha ha ha!,Ha ha ha!
13-13_crying-200106_1552-018.wav,en,Oh!,Oh!
13-13_crying-200106_1552-019.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
13-13_crying-200106_1552-020.wav,en,Ha ha ha ha!,Ha ha ha ha!
13-13_crying-200106_1552-021.wav,en,Ha ha ha!,Ha ha ha!
13-quick inhales_EE_gain@8+ws-190430_1438-001.wav,en,HEE!,HEE!
13-quick inhales_EE_gain@8+ws-190430_1438-002.wav,en,HEE!,HEE!
13-quick inhales_EE_gain@8+ws-190430_1438-003.wav,en,Pfft!,Pfft!
13-quick inhales_EE_gain@8+ws-190430_1438-004.wav,en,HEE!,HEE!
13-quick inhales_EE_gain@8+ws-190430_1438-005.wav,en,Hey!,Hey!
13-quick inhales_EE_gain@8+ws-190430_1438-006.wav,en,Hey!,Hey!
13-quick inhales_EE_gain@8+ws-190430_1438-007.wav,en,P.,P.
13-quick inhales_EE_gain@8+ws-190430_1438-008.wav,en,HEE!,HEE!
13-quick inhales_EE_gain@8+ws-190430_1438-009.wav,en,Hey!,Hey!
13-quick inhales_EE_gain@8+ws-190430_1438-010.wav,en,Hey!,Hey!
13-quick inhales_EE_gain@8+ws-190430_1438-011.wav,en,PEE!,PEE!
13-quick inhales_EE_gain@8+ws-190430_1438-012.wav,en,He!,He!
13-quick inhales_EE_gain@8+ws-190430_1438-013.wav,en,HEE!,HEE!
13-quick inhales_EE_gain@8+ws-190430_1438-014.wav,en,Ha!,Ha!
13-quick inhales_EE_gain@8+ws-190430_1438-015.wav,en,He!,He!
13-quick inhales_EE_gain@8+ws-190430_1438-016.wav,en,Hey!,Hey!
13-quick inhales_EE_gain@8+ws-190430_1438-017.wav,en,Hey!,Hey!
13-quick inhales_EE_gain@8+ws-190430_1438-018.wav,en,Heh.,Heh.
13-quick inhales_EE_gain@8+ws-190430_1438-019.wav,en,BEE!,BEE!
13-quick inhales_EE_gain@8+ws-190430_1438-020.wav,en,Ha!,Ha!
13-quick inhales_EE_gain@8+ws-190430_1438-021.wav,en,He!,He!
13-quick inhales_EE_gain@8+ws-190430_1438-022.wav,en,HEE!,HEE!
13-quick inhales_EE_gain@8+ws-190430_1438-023.wav,en,Hee!,Hee!
13-quick inhales_EE_gain@8+ws-190430_1438-024.wav,en,P! P!,P! P!
13-quick inhales_EE_gain@8+ws-190430_1438-025.wav,en,Pfft!,Pfft!
13-quick inhales_EE_gain@8+ws-190430_1438-026.wav,en,Hey!,Hey!
14-14_sighing_ah-200106_1556-001.wav,en,Ha!,Ha!
14-14_sighing_ah-200106_1556-002.wav,en,Ah.,Ah.
14-14_sighing_ah-200106_1556-003.wav,en,Ha!,Ha!
14-14_sighing_ah-200106_1556-004.wav,en,Ah.,Ah.
14-14_sighing_ah-200106_1556-005.wav,en,Ah!,Ah!
14-14_sighing_ah-200106_1556-006.wav,en,Ha!,Ha!
14-14_sighing_ah-200106_1556-007.wav,en,Ah.,Ah.
14-14_sighing_ah-200106_1556-008.wav,en,Ha-ha!,Haha!
14-14_sighing_ah-200106_1556-009.wav,en,Ha!,Ha!
14-quick inhales_OH_gain@8+ws-190430_1439-001.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-002.wav,en,Who?,Who?
14-quick inhales_OH_gain@8+ws-190430_1439-003.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-004.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-005.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-006.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-007.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-008.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-009.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-010.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-011.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-012.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-013.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-014.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-015.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-016.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-017.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-018.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-019.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-020.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-021.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-022.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-023.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-024.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-025.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-026.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-027.wav,en,Oh!,Oh!
14-quick inhales_OH_gain@8+ws-190430_1439-028.wav,en,Huh?,Huh?
15-15_sighing_eh-200106_1557-001.wav,en,AHHHHH!,AHHHHH!
15-15_sighing_eh-200106_1557-002.wav,en,Thank you.,Thank you.
15-15_sighing_eh-200106_1557-003.wav,en,you,you
15-15_sighing_eh-200106_1557-004.wav,en,Thank you.,Thank you.
15-15_sighing_eh-200106_1557-005.wav,en,You,You
15-15_sighing_eh-200106_1557-006.wav,en,Thank you.,Thank you.
15-15_sighing_eh-200106_1557-007.wav,en,Thank you.,Thank you.
15-15_sighing_eh-200106_1557-008.wav,en,you,you
15-15_sighing_eh-200106_1557-009.wav,en,you,you
15-15_sighing_eh-200106_1557-010.wav,en,Huh.,Huh.
15-15_sighing_eh-200106_1557-011.wav,en,I'm sorry.,I'm sorry.
15-15_sighing_eh-200106_1557-012.wav,en,Ha!,Ha!
15-15_sighing_eh-200106_1557-013.wav,en,Thank you.,Thank you.
15-quick inhales_OO_gain@8+ws-190430_1441-001.wav,en,Huh?,Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-002.wav,en,Whew!,Whew!
15-quick inhales_OO_gain@8+ws-190430_1441-003.wav,en,Ho!,Ho!
15-quick inhales_OO_gain@8+ws-190430_1441-004.wav,en,Who?,Who?
15-quick inhales_OO_gain@8+ws-190430_1441-005.wav,en,This is the end.,This is the end.
15-quick inhales_OO_gain@8+ws-190430_1441-006.wav,en,Hu!,Hu!
15-quick inhales_OO_gain@8+ws-190430_1441-007.wav,en,Ho!,Ho!
15-quick inhales_OO_gain@8+ws-190430_1441-008.wav,en,Who?,Who?
15-quick inhales_OO_gain@8+ws-190430_1441-009.wav,en,Hu!,Hu!
15-quick inhales_OO_gain@8+ws-190430_1441-010.wav,en,Huh?,Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-011.wav,en,Ho!,Ho!
15-quick inhales_OO_gain@8+ws-190430_1441-012.wav,en,Oh!,Oh!
15-quick inhales_OO_gain@8+ws-190430_1441-013.wav,en,Ho!,Ho!
15-quick inhales_OO_gain@8+ws-190430_1441-014.wav,en,Huh?,Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-015.wav,en,Heh.,Heh.
15-quick inhales_OO_gain@8+ws-190430_1441-016.wav,en,Who?,Who?
15-quick inhales_OO_gain@8+ws-190430_1441-017.wav,en,Huh?,Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-018.wav,en,Heh.,Heh.
15-quick inhales_OO_gain@8+ws-190430_1441-019.wav,en,Huh?,Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-020.wav,en,Heh.,Heh.
15-quick inhales_OO_gain@8+ws-190430_1441-021.wav,en,H-h-h-h.,Hhhh.
15-quick inhales_OO_gain@8+ws-190430_1441-022.wav,en,Hee!,Hee!
15-quick inhales_OO_gain@8+ws-190430_1441-023.wav,en,Hee!,Hee!
15-quick inhales_OO_gain@8+ws-190430_1441-024.wav,en,Who?,Who?
15-quick inhales_OO_gain@8+ws-190430_1441-025.wav,en,Huh? Huh?,Huh? Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-026.wav,en,Huh? Huh?,Huh? Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-027.wav,en,H-h-h-h.,Hhhh.
16-16_sighin_ee-200106_1559-001.wav,en,Ffff!,Ffff!
16-16_sighin_ee-200106_1559-002.wav,en,Yeah.,Yeah.
16-16_sighin_ee-200106_1559-003.wav,en,HMMM,HMMM
16-16_sighin_ee-200106_1559-004.wav,en,you,you
16-16_sighin_ee-200106_1559-005.wav,en,Hmm,Hmm
16-16_sighin_ee-200106_1559-006.wav,en,you,you
16-16_sighin_ee-200106_1559-007.wav,en,you,you
16-16_sighin_ee-200106_1559-008.wav,en,Thank you.,Thank you.
16-16_sighin_ee-200106_1559-009.wav,en,You,You
16-16_sighin_ee-200106_1559-010.wav,en,Thank you.,Thank you.
16-16_sighin_ee-200106_1559-011.wav,en,Hmm.,Hmm.
16-16_sighin_ee-200106_1559-012.wav,en,Phew.,Phew.
16-16_sighin_ee-200106_1559-013.wav,en,you,you
16-16_sighin_ee-200106_1559-014.wav,en,Thank you.,Thank you.
16-16_sighin_ee-200106_1559-015.wav,en,Thank you.,Thank you.
16-16_sighin_ee-200106_1559-016.wav,en,you,you
16-16_sighin_ee-200106_1559-017.wav,en,Hey!,Hey!
16-16_sighin_ee-200106_1559-018.wav,en,you,you
16-16_sighin_ee-200106_1559-019.wav,en,you,you
16-16_sighin_ee-200106_1559-020.wav,en,Hmm.,Hmm.
16-16_sighin_ee-200106_1559-021.wav,en,you,you
16-16_sighin_ee-200106_1559-022.wav,en,Heee!,Heee!
16-16_sighin_ee-200106_1559-023.wav,ko,MBC 뉴스 김,MBC 뉴스 김
16-16_sighin_ee-200106_1559-024.wav,en,Hey!,Hey!
16-quick exhales_AH_gain@8+ws-190430_1444-001.wav,en,Huh?,Huh?
16-quick exhales_AH_gain@8+ws-190430_1444-002.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-003.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-004.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-005.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-006.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-007.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-008.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-009.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-010.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-011.wav,en,Huh?,Huh?
16-quick exhales_AH_gain@8+ws-190430_1444-012.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-013.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-014.wav,en,Ah!,Ah!
16-quick exhales_AH_gain@8+ws-190430_1444-015.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-016.wav,en,HAH!,HAH!
16-quick exhales_AH_gain@8+ws-190430_1444-017.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-018.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-019.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-020.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-021.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-022.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-023.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-024.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-025.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-026.wav,en,Ha!,Ha!
16-quick exhales_AH_gain@8+ws-190430_1444-027.wav,en,Ha!,Ha!
17-17_sighing_oh-200106_1600-001.wav,en,Ah!,Ah!
17-17_sighing_oh-200106_1600-002.wav,en,Ah!,Ah!
17-17_sighing_oh-200106_1600-003.wav,en,Ah.,Ah.
17-17_sighing_oh-200106_1600-004.wav,en,you,you
17-17_sighing_oh-200106_1600-005.wav,en,Ah.,Ah.
17-17_sighing_oh-200106_1600-006.wav,en,Ah.,Ah.
17-17_sighing_oh-200106_1600-007.wav,en,you,you
17-17_sighing_oh-200106_1600-008.wav,en,Ha!,Ha!
17-17_sighing_oh-200106_1600-009.wav,en,Ah!,Ah!
17-17_sighing_oh-200106_1600-010.wav,en,you,you
17-17_sighing_oh-200106_1600-011.wav,en,you,you
17-17_sighing_oh-200106_1600-012.wav,en,Huh.,Huh.
17-17_sighing_oh-200106_1600-013.wav,en,Oh,Oh
17-17_sighing_oh-200106_1600-014.wav,en,Ah.,Ah.
17-17_sighing_oh-200106_1600-015.wav,en,Ah...,Ah...
17-17_sighing_oh-200106_1600-016.wav,en,Ah!,Ah!
17-17_sighing_oh-200106_1600-017.wav,en,you,you
17-17_sighing_oh-200106_1600-018.wav,en,Ah!,Ah!
17-17_sighing_oh-200106_1600-019.wav,en,you,you
17-17_sighing_oh-200106_1600-020.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-001.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-002.wav,en,I'm sorry.,I'm sorry.
17-quick exhales_EH_gain@8+ws-190430_1445-003.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-004.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-005.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-006.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-007.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-008.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-009.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-010.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-011.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-012.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-013.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-014.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-015.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-016.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-017.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-018.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-019.wav,en,Huh.,Huh.
17-quick exhales_EH_gain@8+ws-190430_1445-020.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-021.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-022.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-023.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-024.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-025.wav,en,Ha!,Ha!
17-quick exhales_EH_gain@8+ws-190430_1445-026.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-027.wav,en,Huh?,Huh?
17-quick exhales_EH_gain@8+ws-190430_1445-028.wav,en,Huh?,Huh?
18-18_sighing_oo -200106_1601-001.wav,en,Uhhhhhh,Uhhhhhh
18-18_sighing_oo -200106_1601-002.wav,en,Oh,Oh
18-18_sighing_oo -200106_1601-003.wav,en,you,you
18-18_sighing_oo -200106_1601-004.wav,en,you,you
18-18_sighing_oo -200106_1601-005.wav,en,Uhhh...,Uhhh...
18-18_sighing_oo -200106_1601-006.wav,en,you,you
18-18_sighing_oo -200106_1601-007.wav,en,you,you
18-18_sighing_oo -200106_1601-008.wav,en,Hoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,Hoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
18-18_sighing_oo -200106_1601-009.wav,en,Oh,Oh
18-18_sighing_oo -200106_1601-010.wav,en,Oh,Oh
18-18_sighing_oo -200106_1601-011.wav,en,you,you
18-18_sighing_oo -200106_1601-012.wav,en,Phew.,Phew.
18-18_sighing_oo -200106_1601-013.wav,en,Oh!,Oh!
18-18_sighing_oo -200106_1601-014.wav,en,Oh,Oh
18-18_sighing_oo -200106_1601-015.wav,en,Oh.,Oh.
18-18_sighing_oo -200106_1601-016.wav,en,Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
18-18_sighing_oo -200106_1601-017.wav,en,Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
18-18_sighing_oo -200106_1601-018.wav,en,Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,Ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
18-18_sighing_oo -200106_1601-019.wav,en,Oh,Oh
18-18_sighing_oo -200106_1601-020.wav,en,Who?,Who?
18-18_sighing_oo -200106_1601-021.wav,en,Oh.,Oh.
18-18_sighing_oo -200106_1601-022.wav,en,you,you
18-18_sighing_oo -200106_1601-023.wav,en,Oh,Oh
18-quick exhales_EE_gain@8+ws-190430_1447-001.wav,en,You,You
18-quick exhales_EE_gain@8+ws-190430_1447-002.wav,en,Hey!,Hey!
18-quick exhales_EE_gain@8+ws-190430_1447-003.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-004.wav,en,HEE!,HEE!
18-quick exhales_EE_gain@8+ws-190430_1447-005.wav,en,Huh?,Huh?
18-quick exhales_EE_gain@8+ws-190430_1447-006.wav,en,Hey!,Hey!
18-quick exhales_EE_gain@8+ws-190430_1447-007.wav,en,HAH!,HAH!
18-quick exhales_EE_gain@8+ws-190430_1447-008.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-009.wav,en,you,you
18-quick exhales_EE_gain@8+ws-190430_1447-010.wav,en,Hey!,Hey!
18-quick exhales_EE_gain@8+ws-190430_1447-011.wav,en,Hey!,Hey!
18-quick exhales_EE_gain@8+ws-190430_1447-012.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-013.wav,en,you,you
18-quick exhales_EE_gain@8+ws-190430_1447-014.wav,en,you,you
18-quick exhales_EE_gain@8+ws-190430_1447-015.wav,en,Huh?,Huh?
18-quick exhales_EE_gain@8+ws-190430_1447-016.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-017.wav,en,HEE!,HEE!
18-quick exhales_EE_gain@8+ws-190430_1447-018.wav,en,you,you
